movie_id,movie_name,release_year,original_release_date,movie_length,genre,rating,movie_producer,movie_director,movie_actor
71,The Life of Emile Zola,1937,10/2/37,116,"Biography,Drama",G,Warner Bros.,"Irving Rapper, William Dieterle","Paul Muni, Joseph Schildkraut, Gale Sondergaard, Gloria Holden, Donald Crisp, Erin O'Brien-Moore, John Litel, Henry O'Neill, Morris Carnovsky, Louis Calhern, Ralph Morgan, Robert H. Barrat, Vladimir Sokoloff, Harry Davenport, Robert Warwick, Charles Richman, Dickie Moore, Rolla Gourvitch, Gilbert Emery, Walter Kingsford, Paul Everton, Montagu Love, Frank Sheridan, Lumsden Hare, Marcia Mae Jones, Florence Roberts, Grant Mitchell, Moroni Olsen, Egon Brecher, Frank Reicher, Walter O. Stahl, Frank Darien, Iphigenie Castiglioni, Arthur Ayleswofth, Frank Mayo, Alexander Leftwich, Paul Irving, Pierre Watkin, Holmes Herbert, Robert Cummings Sr., Harry Worth, William Von Brincken"
72,The Awful Truth,1937,10/21/37,90,"Comedy,Romance",NR,Columbia,Leo McCarey,"Cary Grant, Irene Dunne, Ralph Bellamy, Alex D'Arcy, Cecil Cunningham, Molly Lamont, Esther Dale, Joyce Compton, Robert (Tex) Allen, Robert Warwick, Mary Forbes, Claud Allister, Zita Moulton, Marguerite Churchill, Colton Scott, Wyn Cahoon, Paul Stanton, Mitchell Harris, Alan Bridge, Edgar Dearing, Leonard Carey, Miki Morita, Frank C. Wilson, Vernon Dent, Al Bridge, Bobby Watson, Byron Foulger, Kathryn Curry, Frank Wilson, Edward Peil Sr., Bess Flowers, John Tyrrell, Edmund Mortimer, George C. Pearce"
73,Captains Courageous,1937,6/25/37,117,"Adventure,Drama,Family",PG,Metro-Goldwyn-Mayer,Victor Fleming,"Freddie Bartholomew, Spencer Tracy, Lionel Barrymore, Melvyn Douglas, Mickey Rooney, John Carradine, Charley Grapewin, Christian Rub, Sam McDaniel, Oscar O'Shea, Jack LaRue, Walter Kingsford, Donald Briggs, Betty Alden, Billy Burrud, David Thursby, William Stack, Leo G Carroll, Charles Trowbridge, Richard Powell, Jay Ward, Kenneth Wilson, Roger Gray, Sherry Hall, Gladden James, Tommy Bupp, Wally Albright, Katherine Kenworthy, Philo McCullough, James Kilgannon, Bill Fisher, Mira McKinney, Dick Howard, Larry Fisher, Gil Perkins, Gene Reynolds, Jack Sterling, Harold Kreuger, Dave Wengren, Lee Van Atta, Murray Kinnell, Goldie Sloan, Gertrude Sutton, Bobby Watson, Don Brodie, David Kerman, Reggie Streeter, William Arnold, Frank Sully, Billy Gilbert, Lester Dorr, Jimmy Conlin, Lloyd Ingraham, Art Berry Sr., Edward Peil Sr., Jack Kennedy, Monte Vandergrift, Charles Coleman, Wade Boteler, Norman Ainsley, Myra Marsh"
74,Dead End,1937,8/27/37,93,"Crime,Drama,Film-Noir",NR,Samuel Goldwyn Productions,William Wyler,"Sylvia Sidney, Joel McCrea, Humphrey Bogart, Wendy Barrie, Claire Trevor, Billy Halop, Marjorie Main, Huntz Hall, Charles Peck, Allen Jenkins, Bobby Jordan, Leo Gorcey, Gabriel Dell, Bernard Punsly, Bernard Punsley, Minor Watson, James Burke, Ward Bond, Elisabeth Risdon, Esther Dale, George Humbert, Marcelle Corday, Dead End Kids, Elizabeth Risdon, Jerry Cooper, Kath Ann Lujan, Bud Geary, Gertrude Valerie, Tom Ricketts, Mickey Martin, Wesley Girard, Mona Monet, Al Bridge, Don 'Red' Barry, Earl Askam, Gilbert Clayton, Frank Shields, Lucille Browne, Robert E. Homans, Bill Pagwell, Charlotte Treadway, Maude Lambert, Esther Howard, Sidney Kibrick, Larry Harris, Norman Salling, Charles Halton, Thomas E. Jackson, Alan Bridge, Wade Boteler"
75,The Good Earth,1937,1/29/37,138,"Drama,Romance",NR,Metro-Goldwyn-Mayer,"Sidney Franklin, Victor Fleming","Paul Muni, Luise Rainer, Walter Connolly, Tilly Losch, Charley Grapewin, Jessie Ralph, Soo Yong, Keye Luke, Roland Got, Ching Wah Lee, Harold Huber, Olaf Hytten, William Law, Mary Wong, Maly Wong, Suzanna Kim, Caroline Chew, Chester Gan, Miki Morita, Philip Ahn, Lotus Liu, Sammee Tong, Richard Loo, Peach Seller, Charles B. Middleton"
76,In Old Chicago,1938,,95,"Action,Drama,Musical",None,20th Century-Fox, , 
77,Lost Horizon,1937,9/1/37,132,"Adventure,Drama,Fantasy",NR,Columbia,Frank Capra,"Ronald Colman, Jane Wyatt, John Howard, Margo, Edward Everett Horton, Thomas Mitchell, Isabel Jewell, Ronald L. Coleman, H.B. Warner, Sam Jaffe, Hugh Buckler, David Torrence, John Miltern, Lawrence Grant, John Burton, Neil Fitzgerald, John T. Murray, Max Rabinowitz, Jeremy Irons Sr., John Tettener, Boyd Irwin, Leonard Mudie, Norman Ainsley, David Clyde, Val Duran, Wryley Birch, Noble Johnson, Denis D'Auburn, Milton A. Owen, George Chan, Eric Wilton, Chief John Big Tree, Richard Loo, Willie Fung, Beatrice Curtis, Mary Lou Dix, Beatrice Blinn, Margaret McWade, Arthur Rankin, Henry Mowbray, Wedgewood Nowell, Ruth Robinson, Carl Stockdale"
78,One Hundred Men and a Girl,1937,,84,"Comedy,Drama,Music",None,Universal, , 
79,Stage Door,1937,10/8/37,92,"Comedy,Drama",NR,RKO Radio,Gregory La Cava,"Katharine Hepburn, Ginger Rogers, Adolphe Menjou, Constance Collier, Gail Patrick, Lucille Ball, Eve Arden, Ann Miller, Samuel S. Hinds, Franklin Pangborn, William Corson, Pierre Watkin, Grady Sutton, Frank Reicher, Phyllis Kennedy, Margaret Early, Andrea Leeds, Elizabeth Dunne, Jack Carson, Fred Santley, Jane Rhodes, Jean Rouverol, Norma Drury, Peggy O'Donnell, Harriet Brandon, Katherine Alexander, Huntly Gordon, Ralph Forbes, Adele Pearce, Mary Forbes, Huntley Gordon, Lynton Brent, Theodore von Eltz, Jack Rice, Whitey, Harry Strang, Bob Perry, Larry Steers, Mary Bovard, Frances Gifford, Josephine Whittell, Ada Leonard, Mary Jane Shower, Diana Gibson, Lynda Grey, Alison Craig, Lynn Gabriel, Jack Gardner, Ben Hendricks Jr., Linda Gray, Jack Gargan, Theodore Kosloff, Gerda Mora, Julie Kingdon, Al Hill, Byron Stevens, D'Arcy Corrigan, Philip Morris"
80,A Star Is Born,1937,4/20/37,111,"Drama,Romance",PG,Selznick International Pictures,"William Wellman, Jack Conway","Janet Gaynor, Fredric March, Adolphe Menjou, Andy Devine, May Robson, Lionel Stander, Owen Moore, Elizabeth Jenns, J.C. Nugent, Clara Blandick, A.W. Sweatt, Peggy Wood, Franklin Pangborn, Edgar Kennedy, Adrian Rosley, Arthur Hoyt, Guinn 'Big Boy' Williams, Vince Barnett, Paul Stanton, Robert Emmett O'Connor, Olin Howland, Irving Bacon, Jonathan Hale, Francis Ford, Ken Howell, Eddie Kane, Kenneth Howell, Chris-Pin Martin, Ursula Kent, Claude King, Robert E. Homans, Lee Phelps, David Newell, Wade Boteler, Marshall Neilan, Leonard Walker, Fred 'Snowflake' Toones, Gayne Whitman, Jed Prouty, Clarence Wilson, George Chandler, Trixie Friganza, Jane Barnes, Pat Flaherty, Charles Williams, Carlton Elliott Griffin, Billy Dooley, Helene Chadwick, Harry Hayden, Carole Landis, Edwin Maxwell, Ferdinand Munier, Robert E. O'Connor, Lana Turner, Dennis O'Keefe, Billy Coe, I. Stanford Jolley"
82,The Adventures of Robin Hood,1938,5/14/38,102,"Action,Adventure,Romance",PG,Warner Bros.-First National,"Michael Curtiz, William Keighley","Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains, Eugene Pallette, Alan Hale, Una O'Connor, Patric Knowles, Melville Cooper, Herbert Mundin, Montagu Love, Ian Hunter, Robert Warwick, Leonard Willey, Harry Cording, Howard Hill, Robert Noble, Kenneth Hunter, Colin Kenny, Lester Matthews, Ivan Simpson, James Baker, Charles McNaughton, Wilfred Lucas, Lionel Belmore, Janet Shaw, Reginald Sheffield, Crauford Kent, Austin Fairman, Hal Brazeale, Holmes Herbert, Leonard Mudie, Herbert Evans, Alec Harford, Peter Hobbes, Leyland Hodgson, Olaf Hytten, Marten Lamont, Val Stanton, John Sutton"
83,Alexander's Ragtime Band,1938,8/16/38,106,"Drama,Music,Musical",NR,20th Century-Fox,Henry King,"Tyrone Power, Alice Faye, Don Ameche, Ethel Merman, Jack Haley, Jean Hersholt, Helen Westley, John Carradine, Paul Hurst, Wally Vernon, Ruth Terry, Douglas Fowley, Chick Chandler, Eddie Collins, Joseph Crehan, Robert Gleckler, Dixie Dunbar, Joe King, Charles Coleman, Stanley Andrews, Charles Williams, Jane Jones, Otto H. Fries, Mel Kalish, Grady Sutton, Selmer Jackson, Tyler Brooke, Selmar Jackson, Don Douglas, James Flavin, Jack Pennick, Harold Goodwin, Edward Keane, Ralph Dunn, Paul McVey, Charles Tannen, Robert Lowery, Eleanor Wesselhoeft, Cully Richards, Arthur Rankin, Cecil Weston, Kay Griffith, Sam Ash, A.S. Byron, Creighton Chaney, Edwin Stanley, Lynne Barkley"
84,Boys Town,1938,9/9/38,96,"Biography,Drama",G,Metro-Goldwyn-Mayer,Norman Taurog,"Spencer Tracy, Mickey Rooney, Henry Hull, Leslie Fenton, Addison Richards, Edward Norris, Gene Reynolds, Minor Watson, Jonathan Hale, Bobs Watson, Martin Spellman, Mickey Rentschler, Frankie Thomas, Jimmy Butler, Sidney Miller, Robert Emmett Keane, Victor Kilian, John Hamilton, Arthur Ayleswofth, John Wray, Barbara Bedford, Orville Caldwell, Roger Converse, Donald Haines, George Humbert, Gladden James, Tommy Noonan, Jay Novello, Kane Richmond, William Worthington, Walter Young, Al Hill, John Walsh"
85,The Citadel,1938,10/29/38,110,Drama,NR,Metro-Goldwyn-Mayer,King Vidor,"Robert Donat, Rosalind Russell, Ralph Richardson, Rex Harrison, Emlyn Williams, Mary Clare, Penelope Dudley-Ward, Francis L. Sullivan, Cecil Parker, Nora Swinburne, Edward Chapman, Athene Seyler, Felix Aylmer, Joyce Bland, Percy Parsons, Dilys Davies, Basil Gill, Joss Ambler, Bernard Miles, Kynaston Reeves, Josephine Wilson, Haidee Wright, Charles Quartermaine, Angela Baddeley, Eliot Makeham, Joan Kemp-Welch, Bombardier Billy Wells, Leslie Phillips, Jane Barrett"
86,Four Daughters,1938,,90,"Drama,Music,Romance",None,Warner Bros.-First National, , 
87,Grand Illusion,1937,,113,"Drama,War",None,Realization D'Art Cinematographique, , 
88,Jezebel,1938,,104,"Drama,Romance",None,Warner Bros., , 
89,Pygmalion,1938,,89,"Comedy,Drama,Romance",None,Metro-Goldwyn-Mayer, , 
90,Test Pilot,1938,,119,"Drama,Romance",None,Metro-Goldwyn-Mayer, , 
91,Gone with the Wind,1939,,238,"Drama,History,Romance",None,Selznick International Pictures, , 
92,Dark Victory,1939,4/22/39,104,"Drama,Romance",PG,Warner Bros.-First National,Edmund Goulding,"Bette Davis, George Brent, Humphrey Bogart, Geraldine Fitzgerald, Ronald Reagan, Cora Witherspoon, Henry Travers, Dorothy Peterson, Virginia Brissac, Charles Richman, Herbert Rawlinson, Leonard Mudie, Fay Helm, Lotta Williams, Diane Bernard, Jack Mower, William Worthington, Alexander Leftwich, Ila Rhodes, Frank Darien, Stuart Holmes, John Harron, John Ridgely, Rosella Towne, Edgar Edwards, Lottie Williams, Jeffrey Sayre, Will Morgan, Wedgewood Nowell, Nat Carr, Eddie Graham, Jack Goodrich, Maris Wrixon, Richard Bond, Wilda Bennett, Leyland Hodgson, Mary Currier, David Newell, Marian Alden, Paulette Evans, Frank Mayo, Sidney Bracey, Speirs Buskell"
93,"Goodbye, Mr. Chips",1939,7/28/39,114,"Drama,Romance",NR,Metro-Goldwyn-Mayer,Sam Wood,"Robert Donat, Greer Garson, John Mills, Terry Kilburn, Paul Henreid, Paul Von Hernried, Judith Furse, Lyn Harding, Milton Rosmer, Frederick Leister, Louise Hampton, Austin Trevor, David Tree, Edmund Breon, Jill Furse, Guy Middleton, Nigel Stock, Scott Sunderland, Ronald Ward, Patrick Ludlow, Simon Lack, Caven Watson, Cyril Raymond, John Longden"
94,Love Affair,1939,3/16/39,88,"Comedy,Drama,Romance",G,RKO Radio,Leo McCarey,"Irene Dunne, Charles Boyer, Maria Ouspenskaya, Astrid Allwyn, Maurice Moscovich, Lee Bowman, Scotty Beckett, Joan Leslie, Frank McGlynn Sr., Dell Henderson, Carol Hughes, Carolyn Hughes, Ferike Boros, Oscar O'Shea, Tom Dugan, Lloyd Ingraham, Leyland Hodgson, Bill Lee Brown, Phyllis Kennedy, Bess Flowers, Gerald Mohr, Harold Miller"
95,Mr. Smith Goes to Washington,1939,10/19/39,129,"Comedy,Drama",NR,Columbia,Frank Capra,"James Stewart, Jean Arthur, Astrid Allwyn, Claude Rains, Edward Arnold, Guy Kibbee, Fredrick Burton, Thomas Mitchell, Harry Carey, Eugene Pallette, Beulah Bondi, Buelah Bondi, Maurice Costello, Astrid Allwyn, Ruth Donnelly, Ruth Donnelly, Grant Mitchell, Porter Hall, Vera Lewis, Pierre Watkin, Charles Lane, Grant Mitchell, William Demarest, Russell Simpson, Dick Elliott, H.B. Warner, H.V. Kaltenborn, Pierre Watkin, Lloyd Whitlock, Johnny Russell, Ken Carpenter, Jack Carson, Maurice Costello, Allan Cavan, Baby Dumpling, Harry A. Bailey, Fred Hoose, Joe King, Paul Stanton, Russell Simpson, Stanley Andrews, Walter Soderling, Frank Jaquet, Ferris Taylor, Carl Stockdale, Alan Bridge, Edmund Cobb, Frederick Burton, Vera Lewis, Dora Clement, Erville Alderson, Laura Treadwell, Eddie Fetherstone, Ann Doran, Douglas Evans, Sam Ash, Lloyd Whitlock, Frank Austin, Wade Boteler, Myonne Walsh, Byron Foulger, Al Bridge, Margaret Mann, Billy Watson, Delmar Watson, Maurice Cass, John Russell, Harry Watson, Garry Watson, John Ince, Larry Simms, George Cooper, Clyde Dilson, William Newell, Jack Cooper, George Chandler, Evalyn Knapp, Gino Corrado, Dub Taylor, Jack Gardner, Alec Craig, Donald Kerr, Eddie Kane, Beatrice Curtis, Robert Walker, George McKay, Gene Morgan, Victor Travers, Matt McHugh, Rev. Neal Dodd, William Arnold, Hal Cooke, James M. McNamara, Helen Jerome Eddy, Jack Egan, Eddy Chandler, Eddie Fetherston, Ed Randolph, Vernon Dent, Harry Hayden, Louis Jean Heydt, Craig Stevens, Ed Brewer, Olaf Hytten, Lloyd Ingraham, Anne Cornwall, James Millican, Mabel Forrest, Dick Jones, Nick Copeland, Dulce Daye, Robert Emmett Keane, Fred 'Snowflake' Toones, Milton Kibbee, Charles R. Moore, Frances Gifford, Wyndham Standing, Adrian Booth, Wright Kramer, Dorothy Comingore, Mary Gordon, Arthur Loft, June Gittelson, Hank Mann, Philo McCullough, Dave Willock, Florence Wix, Harlan Briggs, Lafe [Lafayette] McKee, Count Stefanelli, Arthur Thalasso, Evelyn Knapp, Robert Middlemass, Alex Novinsky, Frank O'Connor, Frank Puglia"
96,Ninotchka,1939,11/3/39,110,"Comedy,Romance",R,Metro-Goldwyn-Mayer,Ernst Lubitsch,"Greta Garbo, Melvyn Douglas, Bela Lugosi, Alexandra Grannach, Sig Rumann, Felix Bressart, Alexander Granach, Gregory Gaye, Richard Carle, Edwin Maxwell, Rolfe Sedan, George Tobias, Dorothy Adams, Jo Gilbert, Lawrence Grant, Charles Judels, Frank Reicher, Edwin Stanley, Peggy Moran, Marek Windheim, Alexander Schoenberg, Mary Forbes, Alexander Schonberg, George Davis, Armand Kaliz, Wolfgang Zilzer, Tamara Shayne, William Irving, Bess Flowers, Elizabeth Williams, Paul Weigel, Harry Semels, Jody Gilbert, Florence Shirley, Ellinor Vanderveer, Sandra Morgan, Emily Cabanne, Symona Boniface, Monya Andre, Kay Stewart, Jenifer Gray, Lucille Pinson"
97,Of Mice and Men,1939,12/30/39,106,"Adventure,Drama",NR,Hal Roach (production company),Lewis Milestone,"Burgess Meredith, Creighton Chaney, Betty Field, Lon Chaney Jr, Charles Bickford, Lon Chaney, Roman Bohnen, Bob Steele, Noah Beery Jr., Oscar O'Shea, Granville Bates, Leigh Whipper, Leona Roberts, Helen Lynd, Barbara Pepper, Henrietta Kay, Silver Tip Baker, Eddie Dunn, Howard Mitchell, Whitney de Rhan, Baldwin Cooke, Charles Watt, Jack Lawrence, Carl Pitti, John Beach"
98,Stagecoach,1939,3/2/39,96,"Adventure,Drama,Western",NR,Walter Wanger (production company),John Ford,"John Wayne, Thomas Mitchell, Claire Trevor, John Carradine, Andy Devine, Donald Meek, Louise Platt, George Bancroft, Berton Churchill, Tim Holt, Tom Tyler, Chris-Pin Martin, Elvira Ríos, Francis Ford, Marga Ann Deighton, Cornelius Keefe, Kent Odell, Walter McGrail, Chief John Big Tree, Brenda Sue Fowler, Louis Mason, Florence Lake, Joe Rickson, Vester Pegg, Yakima Canutt, Harry Tenbrook, Paul McVey, Jack Pennick, William Hopper, Bryant Washburn, Nora Cecil, Helen Gibson, Dorothy Appleby, Buddy Roosevelt, Bill Cody, Duke R. Lee, Mary Kathleen Walker, Ed Brady, Robert E. Homans, Franklyn Farnum, Jim Mason, Merrill McCormack, Artie Ortego, Steve Clemente, Theodore Lorch, Fritzi Brunette, Leonard Trainor, Chris Phillips, Tex Driscoll, Patrick Wayne, Ted Billings, Al Lee, Hank Worden, John Eckert, Jack Mohr, Franklin Farnum, Patsy Doyle, Wiggie Blowne, Margaret Smith, Si Jenks, Many Mules"
161,Hamlet,1948,5/4/48,154,Drama,NR,J. Arthur Rank-Two Cities Films,Laurence Olivier,"Laurence Olivier, Jean Simmons, Eileen Herlie, Basil Sydney, Norman Wooland, Felix Aylmer, Terence Morgan, Peter Cushing, Stanley Holloway, John Laurie, Esmond Knight, Anthony Quayle, Niall MacGinnis, Harcourt Williams, Russell Thorndike, Patrick Troughton, Tony Tarver, Anthony Bushell, Christopher Lee, Patrick Macnee, John Gielgud"
99,The Wizard of Oz,1939,8/25/39,102,"Adventure,Family,Fantasy",G,Metro-Goldwyn-Mayer,"King Vidor, Victor Fleming","Judy Garland, Ray Bolger, Jack Haley, Bert Lahr, Margaret Hamilton, Billie Burke, Charley Grapewin, Clara Blandick, Pat Walshe, Lee Murray, The Singer Midgets, George Ministeri, Harry Monty, Harlan Briggs, Jerry Maren, Yvonne Moray, Billy Bletcher, Tyler Brooke, Adriana Caselotti, Pinto Colvig, Billy Curtis, Major Doyle, Daisy Earles, Harry Earles, Buddy Ebsen, Charles Irwin, Lois January, Mitchell Lewis, Walter Miller, Frank Packard, Lillian Porter, Jimmy Rosen, Oliver Smith, Terry, Carol Tevis, Bobby Watson, Gus Wayne, Abe Dinovitch, Clarence Swensen, Mickey Carroll, The Munchkins, Meinhardt Raabe, Karl Slover"
100,Wuthering Heights,1939,4/13/39,104,"Drama,Romance",G,Samuel Goldwyn Productions,William Wyler,"Merle Oberon, Laurence Olivier, David Niven, Geraldine Fitzgerald, Donald Crisp, Flora Robson, Hugh Williams, Leo G Carroll, Cecil Humphreys, Miles Mander, Sarita Wooten, Rex Downing, Douglas Scott, Cecil Kellaway, Romaine Callender, Helena Grant, Mme. Alice Ehlers, Susanne Leach, Tommy Martin, Schuyler Standish, William Stelling, Harold Entwistle, Mme. Alice Ahlers, Vernon P. Downing, Frank Benson, Eric Wilton, Sam Harris"
101,Rebecca,1940,,130,"Drama,Mystery,Romance",None,Selznick International Pictures, , 
102,"All This, and Heaven Too",1940,7/4/40,141,"Drama,Romance",NR,Warner Bros.,Anatole Litvak,"Bette Davis, Charles Boyer, Jeffrey Lynn, Helen Westley, Barbara O'Neil, Virginia Weidler, Walter Hampden, Harry Davenport, George Coulouris, June Lockhart, Fritz Lieber, Richard Nichols, Sibyl Harris, Janet Beecher, Ann E. Todd, Montagu Love, Fritz Leiber, Henry Daniell, Ian Keith, Ann Todd, Christian Rub, Frank Reicher, Victor Kilian, Edward Fielding, Egon Brecher, Ann Gillis, Mary Anderson, Peggy Stewart, Creighton Hale, Mary Forbes, Georgia Caine, Natalie Moorhead, Claire Du Brey, Virginia Brissac, Cora Sue Collins, Brenda Sue Fowler, Madge Crane, Betty Jane Graham, Betty Jean Hainey, Anne Howard, Marilyn Knowlden"
103,Foreign Correspondent,1940,8/16/40,120,"Action,Romance,Thriller",PG,Walter Wanger (production company),Alfred Hitchcock,"Joel McCrea, Laraine Day, George Sanders, Herbert Marshall, Edmund Gwenn, Albert Basserman, Robert Benchley, Harry Davenport, Eduardo Ciannelli, Barbara Pepper, Martin Kosleck, Eddie Conrad, Charles Wagenheim, Crauford Kent, Albert Bassermann, Frances Carson, Alexander Granach, Sam Adams, Dorothy Vaughan, Betty Bradley, Mary Young, Jack Rice, Jackie McGee, Henry Blair, Rebecca Bohannen, Marten Lamont, Barry Bernard, Hilda Plowright, Gertrude W. Hoffman, Ted Offenbecker, June Novak, Roy Gordon, Bert White, Thomas Pogue, Jack Voglin, William Stelling, John Meredith, George Cathrey, Leonard Mudie, Holmes Herbert, Frederick Sewall, Emory Parnell, James Finlayson, Hermina Milar, Loulette Sablon, Douglas Gordon, Colin Kenny, Paul Sutton, Robert C. Fischer, Jack Dawson, Ken Christy, Horace B. Carpenter, Thomas Mizer, June Heiden, Terry Kilburn, Hans Von Morhart, George B. French, Otto Hoffman, Charles Halton, John George, Joan Leslie, Paul Irving, Ferris Taylor, Gwendolen Logan, John T. Murray, Harry Depp, Ted Mapes, Meeka Aldrich, Willy Castello, Bill Gavier, Jane Novak, Ian Wolfe, Ernie Stanton, Donald Stuart, Helena Phillips Evans, Herbert Evans, Harry Semels, Frank Benson, Barbara Boudwin, Louis Borell, Gino Corrado, Elspeth Dudgeon, William Yetter Jr., Gwendolyn Logan, Eily Malyon, Bunny Beatty, John Burton, Raymond Severn, George Offerman, Lawrence Osman, Richard Hammond, Joe O'Brien, Billy Bester, Billy Horn, Ronald Brown, Louise Brien, Jack Alfred, George Offerman Jr., E.E. Clive, Alfred Hitchcock, Wheaton Chambers"
104,The Grapes of Wrath,1940,3/15/40,129,"Drama,History",G,20th Century-Fox,John Ford,"Henry Fonda, Jane Darwell, John Carradine, Dorris Bowdon, Doris Bowden, Charley Grapewin, Russell Simpson, O.Z. Whitehead, John Qualen, Eddie Quillen, Eddie Quillan, Zeffie Tilbury, Frank Sully, Frank Darien, Darryl Hickman, Shirley Mills, Grant Mitchell, Ward Bond, Frank Faylen, Joe Sawyer, Harry Tyler, John Arledge, Hollis Jewell, Harry Cording, Paul Guilfoyle, Charles D. Brown, Roger Imhof, William Pawley, Arthur Ayleswofth, Charles Tannen, Selmer Jackson, Ben Hall, Eddy Waller, David Hughes, Herbert Heywood, Cliff Clark, Adrian Morris, Robert E. Homans, Irving Bacon, Frank O'Connor, Kitty McHugh, Georgia Simmons, James Flavin, George O'Hara, Dick Rich, Thornton Edwards, Jack Pennick, Walter McGrail, Tom Tyler, Robert ""Buddy"" Shaw, Paul Sutton, Pat Flaherty, Lee Shumway, Ralph Dunn, George Breakston, Ted Oliver, Gloria Roy, Norman Willis, Erville Alderson, Harry Strang, Rex Lease, Inez Palange, Louis Mason, Harry Tenbrook, Walter Miller, Trevor Bardette, David Hilary Hughes, William Haade, Selmar Jackson, Peggy Ryan, Wally Albright, Mae Marsh, Francis Ford, Charles B. Middleton, Shirley ""Muggsy"" Coates, Gaylord ""Steve"" Pendleton"
105,The Great Dictator,1940,1/1/40,125,"Comedy,Drama,War",G,Charles Chaplin Productions,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner, Henry Daniell, Billy Gilbert, Maurice Moscovich, Emma Dunn, Grace Hayle, Carter DeHaven Sr., Bernard Gorcey, Paul Weigel, Chester Conklin, Hank Mann, Esther Michelson, Florence Wright, Eddie Gribbon, Rudolph Anders, Eddie Dunn, Nita Pike, Peter George Lynn, Carter DeHaven, Henry Bergman"
106,Kitty Foyle,1940,12/27/40,108,"Drama,Romance",NR,RKO Radio,Sam Wood,"Ginger Rogers, Dennis Morgan, James Craig, Eduardo Ciannelli, Ernest Cossart, Gladys Cooper, Odette Myrtil, Mary Treen, K.T. Stevens, Walter Kingsford, Cecil Cunningham, Nella Walker, Edward Fielding, Kay Linaker, Richard Nichols, Florence Bates, Heather Angel, Tyler Brooke, Hattie Noel, Frank Milan, Renee Godfrey, Charles Quigley, Harriet Brandon, Howard Entwistle, Billy Elmer, Walter Sande, Ray Teal, Joey Ray, Mel Ruick, Doodles Weaver, Theodore von Eltz, Max Davidson, Charles Miller, Mary Gordon, Fay Helm, Helen Lynd, Dorothy Vaughan, Mimi Doyle, Hilda Plowright, Spencer Charters, Gino Corrado, Frank Mills, Joseph E. Bernard, Tom Herbert, Julie Carter, Jane Patten, Renee Haal, Mary Currier, Patricia Maier, Brooks Benedict, Tom Quinn"
