movie_id,movie_name,release_year,original_release_date,movie_length,genre,rating,movie_producer,movie_director,movie_actor
332,E.T. the Extra-Terrestrial,1982,,115,"Family,Sci-Fi",None,Steven Spielberg and Kathleen Kennedy, , 
333,Missing,1982,,122,"Biography,Drama,History",None,Edward Lewis and Mildred Lewis, , 
334,Tootsie,1982,12/1/82,116,"Comedy,Drama,Romance",PG,Sydney Pollack and Dick Richards,Sydney Pollack,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman, Charles Durning, Bill Murray, Sydney Pollack, George Gaynes, Geena Davis, Doris Belack, Ellen Foley, Peter Gatto, Lynne Thigpen, Ronald L. Schwary, Toni Howard, Debra Mooney, Amy Lawrence, Lynn Stalmaster, Kenny Sinclair, Susan Merson, Michael Ryan, James Carruthers, Robert D. Wilson Sr., Estelle Getty, Christine Ebersole, Bernie Pollack, Sam Stoneburner, Marjorie Lovett, Willy Switkes, Gregory Camillucci, Barbara Spiegel, Tony Craig, Walter Cline, Suzanne von Schaack, John F. Carpenter, Anne Shropshire, Pamela Lincoln, Bob Levine, Mary Donnet, Bernie Passeltiner, Susan Egbert, Mallory Jones, Patti Cohane, Kas Self, Murray Schisgal, Greg Gorman, Richard Whiting, Tom Mardirosian, Phillip Borsos, Jim Jansen, Richard Wirth, Robert Meadows, Gavin Reed, Annie Korzen, Ibbits Warriner, Lois De Banzie, Stephen C. Prutting, Carole Holland"
335,The Verdict,1982,12/8/82,129,Drama,R,Richard D. Zanuck and David Brown,Sidney Lumet,"Paul Newman, James Mason, Jack Warden, Charlotte Rampling, Milo O'Shea, Lindsay Crouse, Edward Binns, Julie Bovasso, Roxanne Hart, James Handy, Joe Seneca, Lewis J. Stadlen, Kent Broadhurst, Colin Stinton, Burtt Harris, Joy Todd, Scott Rhyne, Susan Benenson, Evelyn Moore, Juanita Fleming, Jack Collard, Ralph Douglas, Gregor Roy, John Blood, Dick McGoldrick, Edward Mason, Patty O'Brien, Maggie Task, Joseph Bergman, Tony La Fortezza, Herbert Rubens, J.P. Foley, Leib Lensky, Bruce Willis, H. Clay Dear, J.J. Clark, Greg Doucette, Marvin Beck, Herb Peterson, Wesley Addy"
336,Terms of Endearment,1983,11/23/83,132,"Comedy,Drama",PG,James L. Brooks,James L. Brooks,"Shirley MacLaine, Debra Winger, Jack Nicholson, Jeff Daniels, Danny DeVito, John Lithgow, Betty King, Lisa Hart Carroll, Huckleberry Fox, Megan Morris, Troy Bishop, Shane Serwin, Jennifer Josey, Tara Yeakey, Norman Bennett, Kate Charleson, Tom Wees, Paul Menzel, F. William Parker, Amanda Watkins, Buddy Gilbert, David Wohl, Shelley K. Kielsen, Betty Croissant, Charles Beall, Lelise Folse, Sharisse Baker, Judith A. Dickerson, Devon O'Brien, Dana Vance, Alexandra O'Karma, Nancy Mette, Holly Beth Holmberg, Lear Levin, Lanier Whilden, Helen Stauffer, Barbara Balik, Michelle Watkins, John C. Conger, Sandra Newkirk, Elaine McGown"
337,The Big Chill,1983,9/28/83,105,"Comedy,Drama",R,Michael Shamberg,Lawrence Kasdan,"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt, Mary Kay Place, Kevin Kline, Meg Tilly, Don Galloway, JoBeth Williams, James Gillis, Ken Place, Jon Kasdan, Ira Stiltner, Jake Kasdan, Muriel Moore, Meg Kasdan, Craig Dunaway, Patricia Gaul, Kevin Costner"
338,The Dresser,1983,12/6/83,118,Drama,PG,Peter Yates,Peter Yates,"Albert Finney, Tom Courtenay, Edward Fox, Zena Walker, Eileen Atkins, Michael Gough, Cathryn Harrison, Betty Marsden, Sheila Reid, Lockwood West, Donald Eccles, Christopher Atkins, Llewellyn Rees, Guy Manning, Anne Mannion, Kevin Stoney, Ann Way, John Sharp, Kathy Staff, Roger Avon, Christopher Irvin, Stuart Richman, Sandra Gough, Joe Belcher, Johnny Waxfield, Paul Luty, Lori Wells, Alan Starkey"
339,The Right Stuff,1983,,193,"Adventure,Biography,Drama",None,Irwin Winkler and Robert Chartoff, , 
341,Amadeus,1984,9/6/84,160,"Biography,Drama,History",R,Saul Zaentz,Milos Forman,"Tom Hulce, F. Murray Abraham, Elizabeth Berridge, Simon Callow, Roy Dotrice, Christine Ebersole, Jeffrey Jones, Charles Kay, Lisbeth Bartlett, Kenny Baker, Barbara Byrne, Barbara Bryne, Martin Cavani, Roderick Cook, Milan Demjanenko, Peter DiGesu, Richard Edward Frank, Patrick Hines, Nicholas Kepros, Philip Lenkowsky, Herman Meckler, Jonathan Moore, Cynthia Nixon, Brian Pettifer, Vincent Schiavelli, Douglas Seale, Miroslav Sekera, Gil Amelio, Kenneth McMillan, John J. Strauss, Karl-Heinz Teuber, Dana Vávrová, Neville Marriner"
342,The Killing Fields,1984,11/2/84,141,"Biography,Drama,History",R,David Puttnam,Roland Joffé,"Sam Waterston, Dr. Haing S. Ngor, John Malkovich, Julian Sands, Craig T. Nelson, Spalding Gray, Bill Paterson, Athol Fugard, Graham Kennedy, Katherine Kragum Chey, Katherine Krapum Chey, Oliver Pierpaoli, Edward Entero Chey, Tom Bird, Monirak Sisowath, Ira Wheeler, David Henry, Patrick Malahide, Nell Campbell, Joan Harris, Joanna Merlin, Jay Barney, Mark Long, Sayo Inaba, Mow Leng, Chinsaure Sar, Hout Ming Tran, Thach Suon, Neevy Pal, Athol Fugard"
343,A Passage to India,1984,12/14/84,164,"Adventure,Drama,History",PG,John Brabourne and Richard B. Goodwin,David Lean,"Judy Davis, Victor Banerjee, Peggy Ashcroft, Alec Guinness, James Fox, Nigel Havers, Richard Wilson, Antonia Pemberton, Michael Culver, Art Malik, Saeed Jaffrey, Clive Swift, Ann Firbank, Roshan Seth, Sandra Hotz, Rashid Karapiet, Z.H. Khan, Sally Kinghorn, H.S. Krishnamurthy, Phyllis Bose, Dina Pathak, Ishaq Bux, Moti Makan, Paul Anil, Adam Blackwood, Mellan Mitchell, Peter Hughes, Edward Fox, Ashok Mandanna, Mohammed Ashiq"
344,Places in the Heart,1984,9/21/84,111,Drama,PG,Arlene Donovan,Robert Benton,"Sally Field, Danny Glover, John Malkovich, Lindsay Crouse, Ed Harris, Amy Madigan, Yankton Hatten, Gennie James, Lane Smith, Terry O'Quinn, Ray Baker, Bob Porter, Bert Remsen, Jay Patterson, Sharon Schaffer, Toni Hudson, De'voreaux White, Jerry Haynes, Lou Hancock, Shelby Brammer, Norma Young, Bill Thurman, Jim Gough, Cliff Brunner, Arthur Pugh, Matthew Posey, Gregg Brazzel, Lynn Covey, J.C. Quinn, Randy Fife, Robert Schenkkan, Vernon Grote, Trey Wilson, Ned Dowd, Paul Nuckles, Lynn D. Lasswell Jr., Paul Goodwin, Connie Grandell, William J. Welch, Shanna Shrum"
345,A Soldier's Story,1984,9/14/84,101,"Crime,Drama,Mystery",PG,"Norman Jewison, Ronald L. Schwary, and Patrick Palmer",Norman Jewison,"Howard E. Rollins Jr., Adolph Caesar, Dennis Lipscomb, Art Evans, David Alan Grier, David Harris, Larry Riley, Tom Howard, Robert Townsend, Denzel Washington, Bobby McGee, William Allen Young, Patti LaBelle, Wings Hauser, Scott Paulin, John Hancock, Trey Wilson, Patricia Brandkamp, Carl Dreher, Vaughn Reeves, Robert Tyler, Warren Clements, James W. Bryant, John Valentine, Ronald E. Greenfield, Anthony C. Sanders, Traftin E. Thompson, Roy Wells, Tommy G. Liggins, Pat Grabe, Terry Dodd, Calvin Franklin, Kevin T. Mosley, Michael Anthony Williams, David Ashley, Charles Howard Thomas, Bobby McGaughey, Rick Ramey, Lacarnist Hiriams"
346,Out of Africa,1985,12/18/85,161,"Biography,Drama,Romance",PG,Sydney Pollack,Sydney Pollack,"Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen, Malick Bowens, Suzanna Hamilton, Michael Gough, Rachel Kempson, Joseph Thiaka, Stephen Kinyanjui, Graham Crowden, Leslie Phillips, Mike Burgara, Shane Rimmer, Mike Bugara, Job Seda, Mary Selway, Mohammed Umar, Donal McCann, Kenneth Mason, Tristram Jellinek, Stephen B. Grimes, Annabel Maule, Benny Young, Sbish Trzebinski, Allaudin Qureshi, Niven Boyd, Iman, Peter Strong, Abdullah Sunado, Amanda Parkin, Muriel Gross, Ann Palmer, Keith Pearson, Mike A. Burgos, Maryam d'Abo"
347,The Color Purple,1985,12/16/85,154,Drama,PG-13,"Steven Spielberg, Kathleen Kennedy, Frank Marshall, and Quincy Jones",Steven Spielberg,"Whoopi Goldberg, Danny Glover, Margaret Avery, Oprah Winfrey, Willard E. Pugh, Akosua Busia, Desreta Jackson, Adolph Caesar, Rae Dawn Chong, Dana Ivey, Leonard Jackson, Reuben Cannon, Bennet Guillory, John Patton Jr., Carl Anderson (II), Susan Beaubian, James Tillis, Phillip Strong, Laurence Fishburne, Job Seda, Peto Kinsaka, Lelo Masamba, Margaret Freeman, Howard Starr, Daphaine Oliver, Jadili Johnson, Lillian Njoki Distefano, Donna Buie, Leon Rippy, John Hart, David Thomas, Carrie Murray, Juliet Poe, Katie Simon, Ethel Taylor, Marcus Covington, Marcus Liles, April Myers, Maurice Moore, Lechanda Lathrap, Drew Bundini Brown, Arnold Turner, Jeris Poindexter, Saunders Sonny Terry, Greg Phillinganes, Hawthorne James, Roy Gaines, Paulinho da Costa, Nana Yaw Asiedu, Clarence Avant, Bayo Martin, Ndugu Chancler, Jeffrey Kwashi, Pete Munzhi, Aniijia Rae Shockley"
348,Kiss of the Spider Woman,1985,8/1/85,120,Drama,R,David Weisman,Hector Babenco,"William Hurt, Raul Julia, Sonia Braga, José Lewgoy, Milton Gonçalves, Míriam Pires, Antonio Petrim, Nuno Leal Maia, Fernando Torres, Patricio Bisso, Herson Capri, Denise Dummont, Nildo Parente, Antonio Petrin, Wilson Grey, Miguel Falabella, Walter Breda, Luis Guilherme, Walmir Barros, Luis Serra, Ana Maria Braga, Benjamin Cattan, Oswaldo Barreto, Sergio Bright, Claudio Curi, Lineu Dias, Joe Kantor, Luis Roberto Galizia, Pericles Campos, Edmilson Santos, Walter Vicca, Kenichi Kaneko, Georges Schlesinger, Carlos Fariello, Frederico Botelho, Sylvio Band, Paulo Ludmer, Elvira Bisso"
349,Prizzi's Honor,1985,,130,"Comedy,Crime,Drama",None,John Foreman, , 
350,Witness,1985,2/8/85,112,"Crime,Drama,Romance",R,Edward S. Feldman,Peter Weir,"Harrison Ford, Kelly McGillis, Lukas Haas, Danny Glover, Jan Rubes, Alexander Godunov, Josef Sommer, Brent Jennings, Patti LuPone, Angus MacInnes, Dianne Crittenden, Frederick Rolf, Viggo Mortensen, Michael C. Gwynne, John Garson, Beverly W. May, Ed Crowley, Timothy Carhart, Sylvia Kauders, Marian Swan, Maria Bradley, Rozwill Young, Paul S. Nuss, Emily Mary Haas, Fred Steinharter, John D. King, Paul Goss, Annemarie Vallerio, Bruce E. Camburn, William Francis, Tom Kennedy, Ardyth Kaiser, Thomas Quinn, Eugene Dooley, Victoria Scott D'Angelo, Richard Chaves, Tim Moyer, Nino del Buono, James Clark, Joseph Kelly, Norman Carter, Craig Clement, Robert Earl Jones, Michael Levering, Bernie Styles, Cara Giallanza, Blossom Terry, Anthony Dean Rubes, Jennifer Mancuso"
351,Platoon,1986,12/24/86,120,"Drama,War",R,Arnold Kopelson,Oliver Stone,"Charlie Sheen, Willem Dafoe, Tom Berenger, Forest Whitaker, Francesco Quinn, John C. McGinley, Robert Edson, Kevin Dillon, Reggie Johnson, Keith David, Johnny Depp, David Neidorf, Mark Moses, Richard Edson, Li Mai Thao, Chris Pedersen, Corkey Ford, Corey Glover, Chris Pederson, Matthew Westfall, Bob Orwig, Tony Todd, Kevin Eshelman, Adam J. Glover, Ivan Kane, Paul Sanchez, James Terry McIlvain, Dale Dye, Peter Hicks, Bernardo Manalili, Than Rogers, Basile Achara, Steve Barredo, Li Thi Van, Chris Castillejo, Clarisa Ortacio, Andrew B. Clark, Romy Sevilla, Mathew Westfall, Nick Nicholson, Warren McLean, Oliver Stone, Ron Barracks"
352,Children of a Lesser God,1986,10/3/86,119,"Drama,Romance",R,Burt Sugarman and Patrick J. Palmer,Randa Haines,"Marlee Matlin, William Hurt, Piper Laurie, Philip Bosco, Allison Gompf, John F. Cleary, Philip Holmes, Georgia Ann Cline, William D. Byrd, Frank Carter Jr., John Limnidis, Bob Hiltermann, E. Katherine Kerr, John Basinger, Alison Gompf, Linda Bove, James Carrington, Leigh French, Jack Blessing, Nicholas Guest, Gigi Vorgan, Lynne Marie Stewart, Archie Hahn III"
552,Roma,2018,11/21/18,135,Drama,R,Gabriela Rodríguez and Alfonso Cuarón,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey, Carlos Peralta, Marco Graf, Nancy García García"
353,Hannah and Her Sisters,1986,2/7/86,107,"Comedy,Drama",PG-13,Robert Greenhut,Woody Allen,"Woody Allen, Mia Farrow, Barbara Hershey, Dianne Wiest, Michael Caine, Carrie Fisher, Lloyd Nolan, Maureen O'Sullivan, Daniel Stern, Max von Sydow, Lewis Black, The 39 Steps, Julia Louis-Dreyfus, Christian Clemenson, Julie Kavner, J.T. Walsh, John Turturro, Rusty Magee, Allen DeCheser, Artie DeCheser, Ira Wheeler, Richard Jenkins, Tracy Kennedy, Fred Melamed, Benno Schmidt, Joanna Gleason, Maria Chiara, Stephen Defluiter, Bobby Short, Rob Scott, Beverly Peer, Daisy Previn, Moses Farrow, Paul Bates, Carrotte, Mary Pappas, Bernie Leighton, Ken Costigan, Helen Miller, Leo Postrel, Susan Gordon-Clark, William Sturgis, Daniel Haber, Verno O. Hobson, John Doumanian, Fletcher Farrow Previn, Sam Waterston, Irwin Tenenbaum, Amy Greenhill, Dickson Shaw, Marje Sheridan, Ivan Kronenfeld"
354,The Mission,1986,10/31/86,125,"Adventure,Drama,History",PG,Fernando Ghia and David Puttnam,Roland Joffé,"Jeremy Irons, Robert De Niro, Ray McAnally, Aidan Quinn, Liam Neeson, Ronald Pickup, Charles Low, Cherie Lunghi, Bercelio Moya, Sigifredo Ismare, Asuncion Ontiveros, Alejandrino Moya, Rev. Daniel Berrigan, Rolf Gray, Philip Bosco, Alvaro Guerrero, Tony Lawn, Joe Daly, Susie Figgis, Carlos Duplat, Juliet Taylor, Rafael Camerano, Monirak Sisowath, Silvestre Chiripua, Luis Carlos Gonzalez, Maria Teresa Ripoll"
355,A Room with a View,1985,,117,"Drama,Romance",None,Ismail Merchant, , 
356,The Last Emperor,1987,11/18/87,163,"Biography,Drama,History",PG-13,Jeremy Thomas,Bernardo Bertolucci,"John Lone, Joan Chen, Peter O'Toole, Ying Ruocheng, Victor Wong, Dennis Dun, Ryuichi Sakamoto, Maggie Han, Ric Young, Cary-Hiroyuki Tagawa, Jade Go, Fumihiko Ikeda, Tiger Tsou, Guang Fan, Henry Kyi, Alvin Riley III, Yang Baozong, Biao Wang, Cui Jingping, Dong Jiechen, Gu Junguo, Cai Hongxiang, Soong Huaikuei, Pan Hung, LiDien Lang, Liangbin Zhang, Zhang Lingmu, Basil Pao, Martin Reynolds, Luo Shigang, Zhang Tianmin, LiDien Xing, Jiang Xi Ren, Yang Hongchang, Vivian Wu, Richard Vuu, Tao Wu, Lisa Lu, Hideo Takamatsu, Hajime Tachibana, Huang Wenjie, Jing Dong Liang, Dong Zhendong, Constantine Gregory, Shao Ruzhen, Xu Chunqing, Luo Hongnian, Yu Shihong, Jun Wu, Lucia Hwong, Wu Hai, Xu Tongrui, Li Fusheng, Shu Chen (II), Cheng Shuyan, Daxing Zhang, Zu Ruigang, Jin Yuan, Akira Ikuta, Michael Vermaaten, Matthew Spender, Kaige Chen, Rio Ruocheng"
357,Broadcast News,1987,12/16/87,133,"Comedy,Drama,Romance",R,James L. Brooks,"James L. Brooks, James A. Brooks","William Hurt, Holly Hunter, Albert Brooks, Jack Nicholson, Robert Prasky, Robert Prosky, Lois Chiles, Joan Cusack, Peter Hackes, Christian Clemenson, Robert Katims, Ed Wheeler, Stephen Mendillo, Ellen Chenoweth, John Cusack, Kimber Shoop, Dwayne Markee, Gennie James, Leo Burmester, Amy Brooks, Jane Welch, Jonathan Benya, Frank Doubleday, Sally Knight, Manny Alvarez, Luis Valderrama, Francisco Garcia, Joshua Billings, Richard Thomsen, Raoul Rizik, Nat Benchley, Marita Geraghty, Nicholas D. Blanchet, Maura Moynihan, Chuck Lippman, Nanette Rickert, Tim White, Stuart Pankin, Peggy Pridemore, Martha Smith, Emily Crowley, Gerald Ender, David Long, Josh Billings, Richard Pehle, James V. Franco, Mike Skehan, Franklyn L. Bullard, Alex Mathews, Steve Smith, Martha L. Smith, Cynthia B. Hayes, Susan Marie Feldman, Jean Bourne Carinci, M. Fekade-Salassie, Jerry Gough, Robert Rasch, Robert Walsh, Rochelle Deering, Albert Murphy Sr., Eleanore C. Kopecky, Jeffrey Alan Thomas, Glenn Faigen, Robert Grevemberg Jr., Jimmy Mel Green, Raoul N. Rizik, Glen Roven, Marc Shaiman, Dean Nitz, Phil Ugel, Lance Wain, John Badila, Heather Ehlers, Arlene M. Dillon, Sam Samuels"
358,Fatal Attraction,1987,9/11/87,119,"Drama,Thriller",R,Stanley R. Jaffe and Sherry Lansing,Adrian Lyne,"Michael Douglas, Glenn Close, Anne Archer, Ellen Hamilton Latzen, Stuart Pankin, Fred Gwynne, Ellen Foley, Meg Mundy, Tom Brennan, Lois Smith, Mike Nussbaum, J.J. Johnston, Michael Arkin, Jane Krakowski, Justine Johnston, Mary Joy, James Eckhouse, Faith Geer, Carol Schneider, Anna Levine, Christopher Rubin, Gregg Scott, Jonathan Brandis, J.D. Hall, David McCharen, Larry Moss, Jan Rabson, Marilyn Schreffler, Vladimir Skomarovsky, Dennis Tufano, Sam Coppola, Judi M. Durand, Barbara Iley"
359,Hope and Glory,1987,,113,"Comedy,Drama,Romance",None,John Boorman, , 
360,Moonstruck,1987,12/18/87,102,"Comedy,Drama,Romance",PG,Patrick J. Palmer and Norman Jewison,Norman Jewison,"Cher, Nicolas Cage, Olympia Dukakis, Fyodor Chaliapin, Nada Despotovich, Vincent Gardenia, Danny Aiello, Julie Bovasso, John Mahoney, Louis Guss, Feodor Chaliapin Jr., Anita Gillette, Nada Despotovich, Joe Grifasi, Robin Bartlett, Helen Hanft, David S. Howard, Robert Weil, Amy Aquino, Tony Azito, Frank Gio, Ann McDonough, John Christopher Jones, Lisa Howard, Cynthia Dale, Nicholas Pasco, Al Therrien, Louis Di Bianco, Tommy Hollis, Matt Myers, Mimi Cecchini, Catherine Scorsese"
361,Rain Man,1988,12/16/88,133,Drama,R,Mark Johnson,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Michael D. Roberts, Jack Murdock, Ralph Seymour, Lucinda Jenney, Bonnie Hunt, Kim Robillard, Beth Grant, Barry Levinson, Ralph Tabakin, Jerry Molden, John M. Murdock, Ray Baker, Jocko Marcellino, Royce D. Applegate, June Christopher, Anna Mathias, Archie Hahn III, Luisa Leschin, Ira Miller, Chris Mulkey, Tracy Newman, Julie Payne, Reni Santoni, Bridget Sienna, Ruth Silveira, Jonathan Stark, Lynne Marie Stewart, Arnold Turner, Gigi Vorgan"
362,The Accidental Tourist,1988,12/23/88,121,"Drama,Romance",PG,"Lawrence Kasdan, Charles Okun, and Michael Grillo",Lawrence Kasdan,"William Hurt, Kathleen Turner, Geena Davis, Amy Wright, David Ogden Stiers, Ed Begley Jr., Bill Pullman, Robert Hy Gorman, Bradley Mott, Seth Granger, Amanda Houck, Caroline Houck, London Nelson, Gregory Gouyer, Bill Lee Brown, Donald Neal, Peggy Converse, Maureen Kerrigan, Jake Kasdan, Paul Williamson, Walter Sparrow, Todd Adelman, Meg Kasdan, David Q. Combs, Jon Kasdan, Thomas Paolucci, Neana N. Collins, Roland Riallot, Audrey R. Rapoport, Aaron Michael Lacey"
363,Dangerous Liaisons,1988,1/1/88,119,"Drama,Romance",R,Norma Heyman and Hank Moonjean,Stephen Frears,"Glenn Close, John Malkovich, Michelle Pfeiffer, Uma Thurman, Keanu Reeves, Swoosie Kurtz, Mildred Natwick, Peter Capaldi, Joe Sheridan, Valerie Cogan, Laura Benson, Nicholas Hawtrey, Francois Lalande, François Montagut, Harry Jones"
378,Bugsy,1991,12/13/91,136,"Biography,Crime,Drama",R,"Mark Johnson, Barry Levinson and Warren Beatty",Barry Levinson,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley, Elliott Gould, Joe Mantegna, Bebe Neuwirth, Wendy Phillips, Richard C. Sarafian, Gian-Carlo Scandiuzzi, Stefanie Mason, Kimberly McCullough, Andy Romano, Robert Beltran, Bill Graham, Lewis Van Bergen, James Toback, Don Carrara, Albina Boccicchio, Ellen Chenoweth, Carmine Caridi, Joseph Spallina Roman, Don Calfa, Robert Glaudini, James Zahnd, Bryan Smith, Ray McKinnon, Eric Christmas, Joe Baker, John C. Moskoff, Ralph Tabakin, Debrah Farentino, John Moskoff, Anthony Russell, Wendie Malick, DeVera Marcus, Ksenia Prohaska, Peter Giuliano, Paul Austin Kelly, Michael Kenner, Bruce E. Morrow, Clive Rosengren, Gary McGurk, Bruce Morrow, Gerard Joseph McKenna, Paul Roache, Tommy Townsend, Steven D. Maines, Traci Lind, David H. Hebble, Michael Sollenberger, Jamie Angell, Julie Christensen, Susan Rumor, Lloyd Baskin, Hal Melia, Fred Lehto, Kal David, Albina Bocchicchio, Cathleen Crone"
379,JFK,1991,12/20/91,189,"Drama,History,Thriller",R,A. Kitman Ho and Oliver Stone,Oliver Stone,"Kevin Costner, Sissy Spacek, Joe Pesci, Tommy Lee Jones, Gary Oldman, Laurie Metcalf, John Candy, Jack Lemmon, Walter Matthau, Jay O. Sanders, Edward Asner, Michael Rooker, Donald Sutherland, Brian Doyle-Murray, Sally Kirkland, Kevin Bacon, Jim Garrison, Gary Grubbs, Beata Pozniak, Vincent D'Onofrio, Tony Plana, Tomás Milian, Lolita Davidovich, Anthony Ramirez, R. Bruce Elliott, Ray LePere, E.J. Morris, Risa Bramon Garcia, Billy Hopkins, Cheryl Penland, Jim Gough, Perry R. Russo, Mike Longman, Pat Perkins, Steve Reed, Wayne Knight, Jodie Farber, Tom Howard, Columbia DuBose, Ron Jackson, Sean Stone, Randy Means, Amy Long, Scott Krueger, Allison Pratt Davis, Pruitt Taylor Vince, Red Mitchell, Ronald Von Klaussen, John S. Davies, John William Galt, Michael Ozag, Raul Aranas, John C. Martin, Henri Alciatore, Willem Oltmans, Gail Cronauer, Gary Carter, Roxie M. Frnka, A.G. Zeke Mills, Ray Redd, Ellen McElduff, Sally Nystuen, Jo Anderson, Marco Perella, Edwin Neal, Spain Logue, Darryl Cox, T.J. Kennedy, Carolina McCullough, James N. Harrell, J.J. Johnston, Barry Chambers, Linda Flores Wade, William Larsen, Alec Gifford, Eric A. Vicini, Michael Gurievsky, Caroline Crosthwaite-Eyre, Helen Miller, Wayne Tippit, Dale Dye, Norman Davis, Errol McLendon, John Seitz, Bruce Gelb, Jerry Douglas, Ryan MacDonald, Duane Grey, Harold G. Herthum, George R. Robertson, Baxter Harris, Alex Rodzi Rodine, Sam Stoneburner, Odin K. Langford, Bob Gunton, Nathan Scott, Roy Barnitt, Alvin Spicuzza, Alex Rodine, John Finnegan, Walter Breaux, Michael Skipper, Melodee Bowman, I.D. Brickman, Joseph Nadell, Peter Maloney, Wayne Tippet, Frank Whaley, Brittney Powell, Christopher Otto, Chris Renna, Dalton Dearborn, Merlyn Sexton, Steve F. Price Jr., Tom Bullock, Ruary O'Connell, Christopher Kosiciuk, John Reneau, Stanley White, Richard Rutowski, Bill Bolender, Larry Melton, Carol Farabee, Willie Minor, Ted Pennebaker, Bill Pickle, Mykel Chaves, Price Carson, Gil Glasgow, Bob Orwig, Loys T. Bergeron, Kristina Hare, John Galt"
364,Mississippi Burning,1988,12/9/88,128,"Crime,Drama,History",R,Frederick Zollo and Robert F. Colesberry,Alan Parker,"Gene Hackman, Willem Dafoe, Frances McDormand, Brad Dourif, R. Lee Ermey, Gailard Sartain, Stephen Tobolowsky, Michael Rooker, Pruitt Taylor Vince, Kevin Dunn, Badja Djola, Frankie Faison, Tom Mason, Geoffrey Nauffts, Rick Zieff, Howard Feuer, Gladys Greer, Jake Gipson, Dianne Lancaster, Stanley W. Collins, Daniel Winford, Marc Clement, Larry Shuler, Stephen Bridgewater, Bob Penny, James F. Moore, Park Overall, Juliet Taylor, Darius McCrary, Lou Walker, Billie Jean Young, Pat Funderburk, George Mason, Charles Franzen, Harry S. Franklin, Jesse Merle Speaks, Simeon Teague, Tonea Stewart, Rev. Harry Quick, Robert F. Colesberry, Frederick Zollo, Judy Sasser, Ralnardo Davis, Paul Saveles, Tobin Bell, Lois Allen, Daniel Chapman, Rick Washburn, Robert Glaudini, Ken Magee, E.A. Thrall, Bernice Poindexter, Brenda Dunlap, Dwight Boyd, Lannie Spann McBride, Georgia F. Wise, Barry Davis Jim Sr., John P. Fertitta, Dan Desmond, Alisa R. Patrick, Barbara Gibson, Linda Fuller, Rick Washburne, George Isbell, Ethel L. Mayes, James Arnold Mayes, Virginia Bennett, James Lloyd, Cullen Gilliland, Zeke Davidson, Mark Jeffrey Miller, Ed Geldart, Mert Hatfield, James Eric, Ron de Roxtra, Doug Jackson, Gary Moody, Robert Erickson, John Brook"
365,Working Girl,1988,12/20/88,113,"Comedy,Drama,Romance",R,Douglas Wick,Mike Nichols,"Melanie Griffith, Harrison Ford, Sigourney Weaver, Joan Cusack, Alec Baldwin, Philip Bosco, Nora Dunn, Kevin Spacey, Oliver Platt, Olympia Dukakis, James Lally, Robert Easton, Jeffrey Nordling, Leslie Ayvasian, Elizabeth Whitcraft, Gail Bearden, Maggie Wagner, Lou DiMaggio, Mario T. de Felice Jr., David Duchovny, Melba LaRose, Georgienne Millen, Jim Babchak, Ken Larsen, Zach Grenier, Pamela Lewis, Anthony Mancini Jr., Steve Cody, Daniel B. Pollack, Paige Matthews, Lee Dalton, Barbara Garrick, Madolin B. Archer, Etain O'Malley, Ricki Lake, Marceline Hugot, Tom Rooney, Peter Duchin, Caroline Aaron, Maeve McGuire, Nancy Giles, Judy Milstein, Timothy Carhart, Michael R. Chin, Nicole Chevance, Kathleen Gray, Lloyd Lindsay Young, Jane B. Harris, F.X. Vitolo, Lily Froehlich, Sondra Hollander, Samantha Shane, R.M. Haley, Julie Silverman, Suzanne Shepherd, James Babchak, Amy Aquino, Ralph Byers"
366,Driving Miss Daisy,1989,,99,Drama,None,Richard D. Zanuck and Lili Fini Zanuck, , 
